tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH1599,PROP1763,Noida Sector 62,4,38500,2026-06-06,2028-04-06,OCCUPIED,Meghana Chaudhuri,2024-07-24 08:10:05
TH1600,PROP1600,Noida Sector 18,4,50700,2024-07-08,2026-05-08,OCCUPIED,Rajeshri Sur,2025-07-01 21:12:09
TH1601,PROP1650,Lajpat Nagar,4,59000,2024-01-27,2024-12-27,VACANT,Udant Gill,2024-09-08 04:00:01
TH1602,PROP1391,Faridabad Neharpar,3,13000,2025-10-01,2026-09-01,OCCUPIED,Joshua Goel,2025-09-27 03:47:57
TH1603,PROP1206,North Delhi,4,32200,2026-05-24,2028-03-24,OCCUPIED,Bachittar Gopal,2025-05-11 14:42:39
TH1604,PROP1884,Gurgaon Sector 45,1,14300,2026-04-24,2027-03-24,OCCUPIED,Hemang Taneja,2023-12-22 16:03:55
TH1605,PROP1060,South Delhi,4,59600,2025-10-14,2026-09-14,OCCUPIED,Idika Nagarajan,2024-01-21 12:30:35
TH1606,PROP1163,Faridabad Sector 15,1,8300,2026-03-16,2028-01-16,OCCUPIED,Gautami Sekhon,2023-08-03 01:12:04
TH1607,PROP1414,Greater Noida Pari Chowk,4,19200,2024-03-06,2025-02-06,OCCUPIED,Inaya Kunda,2025-11-29 22:00:46
TH1608,PROP1749,West Delhi,1,12100,2025-09-16,2026-08-16,OCCUPIED,Libni Sarma,2025-10-01 06:30:25
TH1609,PROP1005,Pitampura,2,24100,2026-06-16,2028-04-16,OCCUPIED,Waida Radhakrishnan,2024-08-09 09:57:06
TH1610,PROP1106,Sohna Road Gurgaon,3,23200,2024-09-04,2025-08-04,OCCUPIED,Umang Gaba,2024-11-27 01:09:32
TH1611,PROP1298,Ghaziabad Vasundhara,3,17900,2025-12-12,2026-11-12,OCCUPIED,Chaitaly Bahri,2024-07-04 18:54:54
TH1612,PROP1924,Faridabad Sector 15,3,20800,2026-05-28,2027-04-28,NOTICE_PERIOD,Hema Garde,2026-03-20 11:42:16
TH1613,PROP1941,Noida Extension,1,8500,2024-01-13,2024-12-13,OCCUPIED,Girik Nigam,2025-05-02 10:54:54
TH1614,PROP1023,Faridabad Sector 81,2,10900,2025-05-22,2026-04-22,OCCUPIED,Azaan Sankar,2026-05-19 05:11:43
TH1615,PROP1656,Preet Vihar,1,14000,2024-01-17,2024-12-17,OCCUPIED,Naksh Bera,2023-11-09 12:19:57
TH1616,PROP1670,Vasant Kunj,1,21700,2024-03-02,2026-01-02,OCCUPIED,Nimrat Zachariah,2024-05-07 05:16:09
TH1617,PROP1127,Preet Vihar,4,39600,2024-05-24,2025-04-24,OCCUPIED,Gopal Bawa,2024-09-24 01:47:13
TH1618,PROP1646,South Delhi,3,48100,2025-03-13,2026-02-13,OCCUPIED,Mitesh Bhagat,2024-08-19 22:20:48
TH1619,PROP1277,Central Delhi,4,81600,2024-10-31,2025-09-30,OCCUPIED,Varsha Iyengar,2023-11-04 20:01:08
TH1620,PROP1633,Cyber City Gurgaon,3,44500,2024-03-03,2025-02-03,OCCUPIED,Finn Solanki,2026-01-31 02:21:32
TH1621,PROP1624,Dwarka Sector 21,3,37800,2024-06-22,2025-05-22,OCCUPIED,Urishilla Suresh,2026-03-28 02:22:16
TH1622,PROP1420,Noida Sector 18,2,23100,2024-05-06,2026-03-06,VACANT,Qasim Prabhakar,2026-03-17 19:34:36
TH1623,PROP1705,Ghaziabad Raj Nagar Extension,3,13100,2024-08-28,2025-07-28,OCCUPIED,Chaitanya Lall,2024-11-14 09:30:16
TH1624,PROP1929,Cyber City Gurgaon,4,57700,2024-05-04,2025-04-04,VACANT,David Dora,2025-10-22 19:15:56
TH1625,PROP1077,DLF Phase 5,3,57900,2025-07-20,2027-05-20,NOTICE_PERIOD,Hemangini Sachdev,2026-06-19 04:26:34
TH1626,PROP1304,Preet Vihar,4,33700,2025-04-26,2026-03-26,VACANT,Lila Virk,2024-10-22 06:24:44
TH1627,PROP1873,Noida Sector 18,3,39000,2025-02-26,2026-12-26,OCCUPIED,Warinder Soni,2024-06-13 00:31:30
TH1628,PROP1119,DLF Phase 5,1,22900,2024-09-25,2025-08-25,OCCUPIED,Yadavi Varughese,2025-12-14 15:11:38
TH1629,PROP1175,North Delhi,3,24500,2025-07-31,2027-05-31,VACANT,Jai Sen,2024-01-26 23:46:27
TH1630,PROP1096,West Delhi,3,22000,2026-07-02,2028-05-02,OCCUPIED,Reyansh Date,2023-09-06 07:47:15
TH1631,PROP1468,Noida Sector 150,4,41400,2023-10-14,2025-08-14,VACANT,Saksham Divan,2026-01-20 12:18:08
TH1632,PROP1665,Gurgaon Sector 56,1,14200,2024-04-28,2025-03-28,NOTICE_PERIOD,Gagan Rama,2025-03-22 04:23:33
TH1633,PROP1865,Gurgaon Sector 56,1,15300,2025-03-16,2027-01-16,VACANT,Zinal Shanker,2026-04-21 12:23:27
TH1634,PROP1695,Ghaziabad Indirapuram,2,15400,2023-08-03,2025-06-03,OCCUPIED,Isaiah Sachdeva,2024-01-01 12:42:48
TH1635,PROP1884,Central Delhi,4,83200,2025-04-01,2026-03-01,VACANT,Hitesh Chaudhuri,2025-11-28 12:30:01
TH1636,PROP1452,Saket,1,17200,2026-02-24,2027-12-24,OCCUPIED,Nirja Lalla,2024-09-13 06:31:44
TH1637,PROP1890,Faridabad Neharpar,2,10600,2025-01-02,2026-11-02,OCCUPIED,Baljiwan Gera,2024-05-18 08:10:13
TH1638,PROP1705,DLF Phase 5,4,74800,2023-12-25,2024-11-25,OCCUPIED,Balvan Randhawa,2026-03-22 06:54:34
TH1639,PROP1680,Sohna Road Gurgaon,2,19500,2024-07-17,2025-06-17,OCCUPIED,Chandran Soman,2026-04-25 12:58:58
TH1640,PROP1957,Gurgaon Sector 56,4,46800,2026-03-29,2027-02-28,OCCUPIED,Geetika Mitter,2024-06-26 06:38:53
TH1641,PROP1504,Noida Sector 76,2,17300,2026-01-28,2027-11-28,OCCUPIED,Vedant Desai,2024-06-14 19:20:45
TH1642,PROP1229,Sohna Road Gurgaon,4,34900,2025-10-12,2026-09-12,OCCUPIED,Amruta Saha,2025-05-14 10:49:59
TH1643,PROP1821,Ghaziabad Indirapuram,1,10600,2023-10-26,2025-08-26,OCCUPIED,Siddharth Ray,2025-10-10 10:21:37
TH1644,PROP1510,Vasant Kunj,1,20300,2025-10-29,2026-09-29,OCCUPIED,Daksh Varma,2025-12-04 19:34:19
TH1645,PROP1001,Gurgaon Golf Course Road,3,68900,2023-09-30,2024-08-30,OCCUPIED,Krishna Viswanathan,2026-03-11 01:34:58
TH1646,PROP1468,North Delhi,3,24100,2023-08-21,2024-07-21,VACANT,Sai Bhardwaj,2024-04-19 22:26:33
TH1647,PROP1340,Ghaziabad Raj Nagar Extension,3,14700,2024-12-01,2025-11-01,OCCUPIED,Rushil Mahal,2024-08-28 04:10:52
TH1648,PROP1675,Janakpuri,1,13800,2024-12-10,2026-10-10,OCCUPIED,Jatin Balasubramanian,2024-04-11 15:50:28
TH1649,PROP1383,DLF Phase 5,1,28500,2025-01-06,2026-11-06,OCCUPIED,Peter Som,2025-04-24 14:52:54
TH1650,PROP1735,Greater Noida,1,7300,2024-08-06,2025-07-06,OCCUPIED,Aarna Chana,2024-05-28 22:04:36
TH1651,PROP1953,Noida Extension,2,13900,2024-09-16,2025-08-16,OCCUPIED,Tanish Kant,2025-06-29 21:51:28
TH1652,PROP1111,Greater Noida,1,8600,2025-08-01,2026-07-01,VACANT,Nimrat Varghese,2023-08-12 12:50:59
TH1653,PROP1462,Ghaziabad Vasundhara,2,14400,2025-11-21,2026-10-21,OCCUPIED,Urvi Deo,2025-06-29 21:38:18
TH1654,PROP1050,Greater Noida Pari Chowk,4,21800,2025-05-09,2026-04-09,OCCUPIED,Udarsh Krishnan,2025-05-18 03:19:00
TH1655,PROP1178,Central Delhi,1,26600,2026-05-18,2028-03-18,OCCUPIED,Pallavi Puri,2026-02-08 15:55:39
TH1656,PROP1394,Greater Noida,2,11300,2024-12-04,2026-10-04,NOTICE_PERIOD,Unnati Mittal,2025-08-01 13:56:39
TH1657,PROP1464,Central Delhi,2,41100,2026-01-08,2027-11-08,VACANT,Harsh Amble,2025-02-01 00:56:49
TH1658,PROP1561,Noida Sector 76,2,16700,2025-07-15,2027-05-15,OCCUPIED,Barkha Misra,2025-08-09 11:43:52
TH1659,PROP1944,Central Delhi,2,42000,2024-12-29,2026-10-29,OCCUPIED,Aradhana Nair,2026-02-19 12:24:47
TH1660,PROP1780,East Delhi,4,27500,2024-05-01,2026-03-01,OCCUPIED,Raghav Doctor,2025-02-07 08:56:30
TH1661,PROP1916,Noida Sector 18,4,50300,2024-04-09,2025-03-09,OCCUPIED,Netra Nagarajan,2025-08-05 11:33:07
TH1662,PROP1149,Hauz Khas,1,22900,2025-09-17,2026-08-17,NOTICE_PERIOD,Chakrika Lad,2026-04-10 06:50:05
TH1663,PROP1700,Preet Vihar,2,22700,2024-10-06,2026-08-06,OCCUPIED,Ranveer Oza,2025-09-24 15:48:46
TH1664,PROP1555,Saket,3,42200,2024-03-20,2025-02-20,OCCUPIED,Jagrati Tripathi,2024-06-14 11:50:05
TH1665,PROP1692,Janakpuri,4,37100,2024-01-23,2025-11-23,OCCUPIED,Chaaya Chatterjee,2024-12-18 09:47:02
TH1666,PROP1049,Sohna Road Gurgaon,4,31800,2025-10-09,2027-08-09,NOTICE_PERIOD,Gautami Chakraborty,2024-03-21 02:11:25
TH1667,PROP1056,South Delhi,3,45500,2024-03-21,2026-01-21,VACANT,Osha Narula,2024-08-31 19:45:51
TH1668,PROP1934,West Delhi,2,18100,2025-04-22,2026-03-22,OCCUPIED,Jacob Singhal,2023-09-18 09:05:07
TH1669,PROP1182,Lajpat Nagar,2,33300,2025-06-14,2026-05-14,OCCUPIED,Urmi Hayer,2025-01-19 22:43:16
TH1670,PROP1439,Noida Sector 150,3,28100,2026-02-24,2027-12-24,OCCUPIED,Chanchal Sachdev,2023-09-18 19:12:37
TH1671,PROP1478,Golf Course Extension Road,1,16700,2026-02-10,2027-12-10,OCCUPIED,Sai Oommen,2024-10-11 22:09:36
TH1672,PROP1793,Noida Sector 62,4,38500,2025-04-04,2027-02-04,OCCUPIED,Luke Mutti,2026-02-20 12:08:32
TH1673,PROP1725,Noida Sector 76,2,20000,2024-02-03,2025-01-03,VACANT,Vinaya Natarajan,2025-06-11 23:58:22
TH1674,PROP1164,Greater Noida,4,19500,2024-01-30,2024-12-30,VACANT,Aayush Seth,2024-05-16 06:33:58
TH1675,PROP1680,North Delhi,3,21700,2025-10-31,2026-09-30,NOTICE_PERIOD,Nathan Suri,2025-11-27 22:26:18
TH1676,PROP1634,Faridabad Neharpar,4,19100,2025-11-20,2026-10-20,OCCUPIED,Radha Sanghvi,2024-10-05 13:40:43
TH1677,PROP1355,Ghaziabad Indirapuram,2,16500,2026-06-12,2027-05-12,NOTICE_PERIOD,Aayush Barad,2025-02-25 10:33:29
TH1678,PROP1699,Noida Sector 76,4,35600,2025-09-28,2026-08-28,OCCUPIED,Ekanta Wali,2024-02-15 09:10:35
TH1679,PROP1554,Noida Sector 18,1,18600,2025-07-31,2027-05-31,OCCUPIED,Upkaar Padmanabhan,2024-06-27 12:42:18
TH1680,PROP1521,Ghaziabad Indirapuram,4,24000,2023-11-10,2024-10-10,OCCUPIED,Oliver Bhattacharyya,2026-01-09 06:22:45
TH1681,PROP1085,DLF Phase 5,2,44500,2024-06-11,2025-05-11,OCCUPIED,Tamanna Venkatesh,2025-05-05 00:26:03
TH1682,PROP1216,Rohini Sector 10,4,38900,2024-07-24,2025-06-24,OCCUPIED,Hema Suri,2024-08-18 04:50:55
TH1683,PROP1720,Greater Noida Pari Chowk,1,7600,2024-02-12,2025-01-12,OCCUPIED,Anirudh Kari,2024-03-23 08:34:09
TH1684,PROP1735,North Delhi,1,9400,2026-07-03,2027-06-03,OCCUPIED,Anthony Thaman,2024-01-22 17:21:59
TH1685,PROP1258,Lajpat Nagar,2,33000,2024-08-25,2026-06-25,OCCUPIED,Keya Kumer,2025-11-12 15:17:45
TH1686,PROP1646,Noida Extension,4,24100,2025-06-02,2027-04-02,OCCUPIED,Hritik Bahri,2023-09-12 09:58:41
TH1687,PROP1548,South Delhi,1,24100,2023-11-24,2024-10-24,OCCUPIED,Lajita Dasgupta,2025-03-12 05:33:56
TH1688,PROP1075,East Delhi,1,9300,2024-12-21,2026-10-21,OCCUPIED,Samesh Andra,2024-06-15 12:04:16
TH1689,PROP1289,Ghaziabad Indirapuram,4,26300,2025-07-14,2026-06-14,OCCUPIED,Laksh Sahota,2026-01-16 17:26:04
TH1690,PROP1547,Janakpuri,2,23300,2023-11-12,2025-09-12,NOTICE_PERIOD,Barkha Comar,2025-11-27 10:34:57
TH1691,PROP1148,Noida Sector 62,3,31100,2025-01-16,2025-12-16,OCCUPIED,Adya Virk,2026-06-21 19:55:45
TH1692,PROP1569,Golf Course Extension Road,1,16200,2024-08-15,2026-06-15,OCCUPIED,Chakrika Dyal,2023-09-02 17:47:25
TH1693,PROP1970,Gurgaon Golf Course Road,3,58600,2025-01-14,2026-11-14,OCCUPIED,Vasana Narayanan,2024-04-03 12:22:41
TH1694,PROP1928,Faridabad Sector 81,2,11000,2023-08-03,2024-07-03,OCCUPIED,Indrajit Tak,2023-12-31 23:37:19
TH1695,PROP1259,Dwarka Sector 21,1,15000,2023-10-27,2024-09-27,VACANT,Harrison Kunda,2025-06-26 13:49:57
TH1696,PROP1955,Ghaziabad Vasundhara,1,8000,2024-12-02,2025-11-02,OCCUPIED,Aishani Shetty,2023-09-14 10:30:01
TH1697,PROP1203,Faridabad Sector 15,3,18900,2025-12-27,2026-11-27,OCCUPIED,Bina Parsa,2025-12-15 21:19:28
TH1698,PROP1635,Lajpat Nagar,2,28700,2024-06-27,2026-04-27,OCCUPIED,Girish Bath,2023-08-01 03:53:00
TH1699,PROP1676,Noida Sector 62,2,20300,2023-12-19,2025-10-19,VACANT,Falguni Parmar,2026-03-27 17:10:14
TH1700,PROP1982,Greater Noida Pari Chowk,2,9700,2026-05-31,2027-04-30,VACANT,Girik Pradhan,2025-12-30 12:52:17
TH1701,PROP1730,Greater Noida Pari Chowk,3,16700,2024-02-06,2025-01-06,OCCUPIED,Mugdha Shan,2024-05-14 09:59:54
TH1702,PROP1340,Ghaziabad Raj Nagar Extension,4,17800,2024-09-15,2026-07-15,OCCUPIED,Oviya Ganesan,2023-11-22 10:36:26
TH1703,PROP1112,Gurgaon Sector 45,1,15500,2025-08-21,2026-07-21,VACANT,Nathaniel Chawla,2024-10-19 09:55:29
TH1704,PROP1202,Preet Vihar,1,14400,2025-04-27,2026-03-27,VACANT,Pratyush Raghavan,2025-11-21 07:25:44
TH1705,PROP1647,Vasant Kunj,4,61300,2025-05-20,2026-04-20,VACANT,Vasudha Sura,2023-11-22 07:28:33
TH1706,PROP1565,Preet Vihar,4,39200,2024-10-13,2025-09-13,OCCUPIED,Dev Lal,2025-07-08 05:33:02
TH1707,PROP1229,Noida Sector 18,2,25800,2023-08-03,2024-07-03,OCCUPIED,Hamsini Venkataraman,2025-02-13 17:43:05
TH1708,PROP1515,South Delhi,2,37900,2025-08-26,2026-07-26,VACANT,Rachita Kothari,2024-12-30 14:58:01
TH1709,PROP1144,Ghaziabad Indirapuram,2,13800,2025-07-16,2026-06-16,OCCUPIED,Manthan Bhagat,2023-08-03 07:45:21
TH1710,PROP1496,East Delhi,1,9100,2026-05-09,2028-03-09,OCCUPIED,Warhi Gandhi,2023-10-11 14:16:47
TH1711,PROP1271,West Delhi,2,15100,2025-01-09,2025-12-09,OCCUPIED,Ganga Mall,2023-09-14 17:36:51
TH1712,PROP1811,West Delhi,4,30400,2024-03-20,2026-01-20,VACANT,Neha Keer,2023-10-15 22:33:27
TH1713,PROP1041,Noida Sector 76,1,12300,2024-11-18,2026-09-18,VACANT,Gaurang Tara,2024-11-22 10:12:10
TH1714,PROP1270,Gurgaon Sector 45,4,41100,2023-11-27,2025-09-27,OCCUPIED,Andrew Chauhan,2024-10-05 14:53:35
TH1715,PROP1920,Lajpat Nagar,3,40800,2023-08-29,2024-07-29,OCCUPIED,Gavin Modi,2026-03-22 21:01:22
TH1716,PROP1362,East Delhi,4,28900,2025-03-27,2026-02-27,OCCUPIED,Harita Patla,2026-01-10 20:57:42
TH1717,PROP1143,Ghaziabad Indirapuram,2,14000,2025-12-31,2027-10-31,OCCUPIED,Garima Solanki,2025-09-13 19:41:07
TH1718,PROP1192,Gurgaon Sector 56,3,34400,2024-08-21,2025-07-21,OCCUPIED,Ishaan Chatterjee,2025-10-30 13:34:36
TH1719,PROP1425,North Delhi,1,10400,2024-03-19,2026-01-19,OCCUPIED,Isha Manne,2025-03-12 16:18:00
TH1720,PROP1605,Gurgaon Sector 56,4,38200,2024-09-02,2025-08-02,OCCUPIED,Chakradev Gala,2025-01-11 02:53:25
TH1721,PROP1607,Gurgaon Sector 56,2,24700,2026-01-05,2026-12-05,VACANT,Hredhaan Kumar,2025-05-20 21:16:02
TH1722,PROP1151,Hauz Khas,2,35800,2024-02-11,2025-01-11,OCCUPIED,Tanveer Shankar,2026-01-10 01:03:31
TH1723,PROP1416,Vasant Kunj,3,49600,2024-02-14,2025-01-14,OCCUPIED,Hritik Sachdeva,2023-09-10 12:21:37
TH1724,PROP1483,Ghaziabad Raj Nagar Extension,2,9300,2025-06-13,2027-04-13,OCCUPIED,Shravya Shankar,2025-07-12 01:08:51
TH1725,PROP1814,Gurgaon Sector 45,3,28300,2026-06-02,2028-04-02,VACANT,Wishi Agrawal,2025-02-21 16:40:02
TH1726,PROP1611,Lajpat Nagar,2,29100,2023-09-12,2024-08-12,OCCUPIED,Vasudha Trivedi,2025-11-23 09:50:46
TH1727,PROP1208,Faridabad Neharpar,4,18400,2026-04-12,2027-03-12,OCCUPIED,Kabir Chawla,2024-09-18 01:14:25
TH1728,PROP1924,Saket,1,16400,2025-05-08,2026-04-08,VACANT,Yamini Rajagopalan,2024-10-22 07:16:17
TH1729,PROP1553,South Delhi,4,63300,2025-05-17,2027-03-17,VACANT,Anusha Rao,2026-06-11 09:24:59
TH1730,PROP1715,Faridabad Neharpar,4,16000,2026-06-17,2028-04-17,VACANT,Kiaan Devi,2024-10-15 19:36:38
TH1731,PROP1391,East Delhi,1,9600,2025-08-25,2027-06-25,OCCUPIED,Dipta Kalla,2024-02-26 16:21:50
TH1732,PROP1239,Gurgaon Golf Course Road,3,64500,2025-06-03,2027-04-03,OCCUPIED,Hemani Deo,2026-06-30 19:58:54
TH1733,PROP1006,South Delhi,1,22900,2025-07-01,2027-05-01,OCCUPIED,Yahvi Naidu,2025-09-06 21:52:19
TH1734,PROP1705,Noida Sector 76,4,31300,2025-10-31,2026-09-30,OCCUPIED,Omisha Walla,2024-05-29 20:39:20
TH1735,PROP1600,Preet Vihar,3,31900,2026-02-02,2027-12-02,OCCUPIED,Hredhaan Bakshi,2024-09-10 21:22:50
TH1736,PROP1627,Noida Sector 150,4,42000,2023-09-17,2025-07-17,OCCUPIED,Ryan Loke,2025-10-20 13:21:10
TH1737,PROP1571,Ghaziabad Raj Nagar Extension,2,9700,2024-01-13,2025-11-13,OCCUPIED,Zashil Dhingra,2026-01-26 06:59:09
TH1738,PROP1315,East Delhi,4,28500,2025-08-15,2026-07-15,OCCUPIED,Samar Bali,2024-08-17 13:53:59
TH1739,PROP1458,Gurgaon Sector 56,1,14500,2024-11-27,2026-09-27,VACANT,Lopa Khanna,2025-01-31 09:23:39
TH1740,PROP1821,Hauz Khas,2,37000,2025-12-09,2026-11-09,VACANT,Champak Raj,2024-09-18 05:09:38
TH1741,PROP1844,Golf Course Extension Road,4,55600,2026-06-02,2028-04-02,OCCUPIED,Chatura Arya,2025-10-13 10:01:29
TH1742,PROP1270,Janakpuri,3,27700,2024-02-28,2025-01-28,OCCUPIED,Umang Pillai,2025-10-25 22:48:22
TH1743,PROP1954,Noida Extension,3,20600,2025-03-10,2026-02-10,NOTICE_PERIOD,Rishi Menon,2024-11-24 08:08:21
TH1744,PROP1840,Gurgaon Sector 45,4,39000,2026-07-01,2027-06-01,VACANT,Rachit Ghose,2025-10-04 00:07:06
TH1745,PROP1954,Faridabad Neharpar,3,12300,2023-11-28,2024-10-28,OCCUPIED,Priya Mallick,2025-03-22 10:33:26
TH1746,PROP1691,Saket,3,36700,2023-12-10,2024-11-10,NOTICE_PERIOD,Abdul Narayanan,2024-12-13 12:46:23
TH1747,PROP1089,Noida Sector 150,4,38200,2026-05-12,2028-03-12,OCCUPIED,Mitesh Naidu,2025-05-05 13:51:24
TH1748,PROP1206,Faridabad Neharpar,1,6500,2025-11-14,2026-10-14,VACANT,Vritti Parmar,2023-10-09 10:05:39
TH1749,PROP1563,Noida Sector 18,3,35100,2025-09-02,2027-07-02,OCCUPIED,Qarin Verma,2023-10-04 06:22:59
TH1750,PROP1987,Dwarka Sector 21,4,49600,2025-01-24,2025-12-24,OCCUPIED,Netra Chanda,2024-08-07 09:52:29
TH1751,PROP1417,Faridabad Sector 81,1,7900,2026-03-14,2028-01-14,OCCUPIED,Garima Patel,2024-06-07 05:44:04
TH1752,PROP1120,Faridabad Sector 81,3,18300,2026-05-26,2028-03-26,OCCUPIED,Aditya Contractor,2025-07-23 12:47:22
TH1753,PROP1990,Sohna Road Gurgaon,4,34500,2024-11-20,2026-09-20,NOTICE_PERIOD,Balveer Nagi,2024-09-11 10:35:23
TH1754,PROP1470,Ghaziabad Vasundhara,1,8400,2025-12-08,2027-10-08,OCCUPIED,Libni Kunda,2025-03-04 12:17:57
TH1755,PROP1649,Janakpuri,2,23600,2024-05-25,2026-03-25,NOTICE_PERIOD,Yoshita Trivedi,2024-11-20 18:27:43
TH1756,PROP1529,South Delhi,3,46000,2023-09-07,2024-08-07,OCCUPIED,Ekani Varkey,2023-10-19 18:59:19
TH1757,PROP1767,North Delhi,1,10500,2023-11-03,2024-10-03,OCCUPIED,Dominic Kade,2025-07-25 01:31:04
TH1758,PROP1363,Rohini Sector 10,3,25900,2025-11-14,2026-10-14,OCCUPIED,Hemang Jha,2025-03-01 19:00:02
TH1759,PROP1205,Pitampura,2,25100,2025-08-28,2026-07-28,OCCUPIED,Ekbal Dube,2023-08-16 14:09:55
TH1760,PROP1855,Pitampura,3,29500,2025-09-12,2026-08-12,OCCUPIED,Gagan Borah,2023-09-19 00:37:48
TH1761,PROP1081,Faridabad Sector 15,1,9700,2025-12-06,2026-11-06,VACANT,Vedant Kuruvilla,2024-10-10 05:09:38
TH1762,PROP1381,Noida Sector 76,4,35500,2024-11-25,2026-09-25,OCCUPIED,Rachita Mutti,2023-08-09 01:42:50
TH1763,PROP1783,Faridabad Sector 81,3,16400,2025-07-27,2026-06-27,OCCUPIED,Dev Bath,2025-08-27 12:49:06
TH1764,PROP1819,Greater Noida Pari Chowk,4,21900,2023-10-08,2024-09-08,OCCUPIED,Bimala Mitra,2025-05-16 04:33:33
TH1765,PROP1404,Gurgaon Sector 45,4,44100,2024-05-24,2026-03-24,OCCUPIED,Lakshmi Rana,2026-01-07 09:06:34
TH1766,PROP1009,South Delhi,2,34000,2023-08-23,2024-07-23,OCCUPIED,Thomas Deshpande,2025-10-16 19:07:27
TH1767,PROP1628,Preet Vihar,2,21200,2025-12-09,2026-11-09,OCCUPIED,Maanas Misra,2025-08-01 16:23:13
TH1768,PROP1982,North Delhi,3,20700,2026-04-17,2028-02-17,OCCUPIED,Advay Dhaliwal,2023-12-03 14:16:37
TH1769,PROP1718,West Delhi,3,25800,2023-07-26,2025-05-26,OCCUPIED,Frederick Mody,2024-03-07 17:20:49
TH1770,PROP1586,Central Delhi,2,45200,2025-10-09,2027-08-09,VACANT,Siddharth Sachar,2026-04-08 21:04:53
TH1771,PROP1569,Greater Noida Pari Chowk,4,18400,2026-02-07,2027-01-07,OCCUPIED,Naveen Gour,2024-03-19 11:39:01
TH1772,PROP1010,Gurgaon Sector 45,4,39600,2026-01-20,2027-11-20,VACANT,Ishwar Golla,2025-07-25 18:25:17
TH1773,PROP1308,Preet Vihar,1,13300,2025-04-02,2026-03-02,OCCUPIED,Triya Bora,2024-06-04 00:54:07
TH1774,PROP1834,Preet Vihar,4,40900,2023-10-02,2024-09-02,OCCUPIED,Rudra Sur,2026-05-29 04:26:19
TH1775,PROP1343,Preet Vihar,3,28400,2024-08-15,2026-06-15,OCCUPIED,Harish Mane,2025-05-30 09:06:26
TH1776,PROP1422,Cyber City Gurgaon,3,53300,2026-04-01,2027-03-01,OCCUPIED,Vedika Seshadri,2024-07-15 08:08:10
TH1777,PROP1666,Gurgaon Sector 45,3,29700,2025-07-12,2027-05-12,VACANT,Janya Mutti,2026-06-05 23:38:58
TH1778,PROP1458,Gurgaon Golf Course Road,4,83200,2024-01-21,2025-11-21,OCCUPIED,Yatin Kant,2025-09-08 22:25:38
TH1779,PROP1149,Gurgaon Sector 56,3,33000,2025-06-21,2027-04-21,VACANT,Jagvi Desai,2025-08-04 04:38:15
TH1780,PROP1074,Gurgaon Golf Course Road,2,43300,2024-07-18,2026-05-18,OCCUPIED,Turvi Sehgal,2024-08-17 15:27:21
TH1781,PROP1299,Noida Sector 150,4,37400,2024-06-19,2026-04-19,VACANT,Parth Bumb,2026-01-28 22:23:36
TH1782,PROP1962,West Delhi,4,30000,2026-02-15,2027-01-15,VACANT,Ronith Lall,2025-10-02 07:45:20
TH1783,PROP1129,Pitampura,3,35600,2025-06-06,2026-05-06,OCCUPIED,Anirudh Tripathi,2025-06-12 15:35:10
TH1784,PROP1407,DLF Phase 5,1,23300,2025-12-26,2027-10-26,OCCUPIED,Simon Bansal,2025-03-16 22:56:57
TH1785,PROP1027,Noida Extension,1,8200,2025-03-07,2026-02-07,OCCUPIED,Manthan Pau,2024-09-23 15:09:59
TH1786,PROP1954,Sohna Road Gurgaon,3,23600,2026-03-23,2028-01-23,OCCUPIED,Krish Shetty,2025-01-20 15:42:13
TH1787,PROP1130,Central Delhi,2,37200,2023-10-28,2025-08-28,VACANT,Yadavi Anne,2025-07-16 16:10:09
TH1788,PROP1334,Ghaziabad Raj Nagar Extension,4,20100,2026-02-03,2027-12-03,OCCUPIED,Yoshita Dey,2024-11-21 11:54:41
TH1789,PROP1139,Gurgaon Sector 45,4,40800,2024-02-02,2025-12-02,OCCUPIED,Veda Parmer,2023-09-03 20:27:32
TH1790,PROP1655,Noida Sector 62,3,27900,2025-10-31,2026-09-30,VACANT,Dev Lalla,2024-08-29 08:40:04
TH1791,PROP1453,Noida Sector 62,3,27400,2023-09-05,2024-08-05,OCCUPIED,Zarna Patel,2024-09-18 19:19:14
TH1792,PROP1001,Faridabad Neharpar,2,9100,2026-04-21,2028-02-21,OCCUPIED,Balveer Naik,2023-11-11 16:03:52
TH1793,PROP1705,Faridabad Sector 15,4,24000,2026-06-15,2028-04-15,VACANT,Adya Ghosh,2024-09-06 06:38:58
TH1794,PROP1612,Janakpuri,1,14500,2024-09-07,2025-08-07,OCCUPIED,Zansi Krishnamurthy,2024-09-05 21:57:02
TH1795,PROP1575,Greater Noida Pari Chowk,4,18600,2026-04-09,2028-02-09,VACANT,Ira Pai,2025-01-05 00:39:44
TH1796,PROP1226,Preet Vihar,1,13400,2024-12-29,2025-11-29,OCCUPIED,Yachana Dewan,2024-11-14 13:40:00
TH1797,PROP1820,Noida Sector 150,3,31900,2024-03-28,2026-01-28,OCCUPIED,Siddharth Doctor,2024-02-11 08:38:18
TH1798,PROP1874,Lajpat Nagar,2,27400,2024-08-20,2025-07-20,OCCUPIED,Victor Sachdeva,2025-12-26 09:09:40
