visit_id,property_id,owner_id,user_name,user_email,user_phone,scheduled_time,status,notes,created_at
VST1439,PROP1363,OWN1110,Daksh Andra,dakshandra45@gmail.com,+91-869862640,2026-08-02 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:17
VST1440,PROP1632,OWN1126,Garima Chandran,garimachandran47@outlook.com,+91-865296657,2026-08-13 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:48:58
VST1441,PROP1287,OWN1197,Siddharth Soman,siddharthsoman63@gmail.com,+91-796255361,2026-07-07 05:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:58
VST1442,PROP1814,OWN1010,Bachittar Gola,bachittargola55@yahoo.co.in,+91-883083942,2026-08-15 04:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:45
VST1443,PROP1515,OWN1165,Maanas Rao,maanasrao44@yahoo.co.in,+91-713498112,2026-08-15 02:00 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:43
VST1444,PROP1918,OWN1144,Lopa Zachariah,lopazachariah70@gmail.com,+91-957973830,2026-07-10 05:30 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:38
VST1445,PROP1103,OWN1127,Farhan Tella,farhantella40@outlook.com,+91-881630600,2026-08-04 06:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:49
VST1446,PROP1590,OWN1199,Rajeshri Kata,rajeshrikata32@yahoo.co.in,+91-741749355,2026-08-10 05:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:48
VST1447,PROP1715,OWN1184,Eta Balan,etabalan13@outlook.com,+91-957201978,2026-07-29 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:42
VST1448,PROP1972,OWN1097,Vritti Kari,vrittikari79@yahoo.co.in,+91-833562830,2026-07-12 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:00
VST1449,PROP1239,OWN1113,Quincy Rai,quincyrai77@gmail.com,+91-810091737,2026-06-26 02:00 PM,CANCELLED,Wants to check parking space and metro distance.,2026-07-21 06:48:22
VST1450,PROP1826,OWN1067,Ethan Butala,ethanbutala32@yahoo.co.in,+91-817993466,2026-07-07 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:53
VST1451,PROP1940,OWN1073,Lopa Nadig,lopanadig77@gmail.com,+91-819735027,2026-07-12 02:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:18
VST1452,PROP1406,OWN1052,Sai Parsa,saiparsa48@yahoo.co.in,+91-828314232,2026-08-05 11:30 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:20
VST1453,PROP1811,OWN1250,Rachit Sankar,rachitsankar50@outlook.com,+91-785427317,2026-07-17 06:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:14
VST1454,PROP1806,OWN1183,Harshil Bal,harshilbal95@gmail.com,+91-933535297,2026-06-26 04:00 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:14
VST1455,PROP1302,OWN1066,Lekha Arora,lekhaarora10@gmail.com,+91-986884584,2026-07-08 04:00 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:54
VST1456,PROP1034,OWN1094,Xavier Verma,xavierverma50@outlook.com,+91-939648058,2026-07-01 06:30 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:47:53
VST1457,PROP1145,OWN1170,Amruta Mitra,amrutamitra19@outlook.com,+91-756548066,2026-07-07 02:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:25
VST1458,PROP1842,OWN1172,Radhika Majumdar,radhikamajumdar11@yahoo.co.in,+91-838143348,2026-07-16 11:30 AM,COMPLETED,Visiting with family.,2026-07-21 06:48:06
VST1459,PROP1263,OWN1056,Jalsa Krishnamurthy,jalsakrishnamurthy10@outlook.com,+91-761799600,2026-08-16 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:34
VST1460,PROP1906,OWN1212,Rohan Shankar,rohanshankar58@yahoo.co.in,+91-883286096,2026-06-27 04:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:44
VST1461,PROP1808,OWN1296,Gaurangi Rai,gaurangirai97@outlook.com,+91-731831387,2026-08-08 04:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:47
VST1462,PROP1302,OWN1011,Qushi Deshpande,qushideshpande43@yahoo.co.in,+91-719959009,2026-07-09 02:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:20
VST1463,PROP1165,OWN1039,Varenya Murthy,varenyamurthy21@outlook.com,+91-889729429,2026-07-01 05:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:55
VST1464,PROP1032,OWN1221,Bishakha Swaminathan,bishakhaswaminathan31@outlook.com,+91-968277389,2026-08-18 11:30 AM,CONFIRMED,Visiting with family.,2026-07-21 06:48:41
VST1465,PROP1211,OWN1098,Krisha Mand,krishamand99@yahoo.co.in,+91-982494408,2026-08-08 02:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:55
VST1466,PROP1244,OWN1050,Ryan Gole,ryangole60@gmail.com,+91-983774469,2026-07-31 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:14
VST1467,PROP1004,OWN1219,Shaurya Sarma,shauryasarma47@gmail.com,+91-993898287,2026-08-07 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:48:47
VST1468,PROP1027,OWN1106,Nilima Tata,nilimatata91@gmail.com,+91-820997276,2026-06-29 04:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:44
VST1469,PROP1804,OWN1204,Mitesh Sampath,miteshsampath72@yahoo.co.in,+91-945568288,2026-08-07 10:00 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:16
VST1470,PROP1190,OWN1190,Nandini Warrior,nandiniwarrior57@yahoo.co.in,+91-769830944,2026-07-21 10:00 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:58
VST1471,PROP1270,OWN1116,Balhaar Parsa,balhaarparsa82@yahoo.co.in,+91-730284415,2026-08-02 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:45
VST1472,PROP1685,OWN1177,Ikbal Kothari,ikbalkothari62@outlook.com,+91-940536245,2026-07-30 05:30 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:50
VST1473,PROP1839,OWN1268,Mugdha Narula,mugdhanarula78@yahoo.co.in,+91-973729850,2026-08-17 05:30 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:59
VST1474,PROP1307,OWN1041,Guneet Kuruvilla,guneetkuruvilla14@yahoo.co.in,+91-986667841,2026-07-04 05:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:37
VST1475,PROP1636,OWN1076,Sanaya Prasad,sanayaprasad67@gmail.com,+91-732436477,2026-07-14 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:40
VST1476,PROP1044,OWN1217,Hemani Bakshi,hemanibakshi97@gmail.com,+91-837101146,2026-07-19 06:30 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:43
VST1477,PROP1265,OWN1164,Jack Dhar,jackdhar18@outlook.com,+91-762089786,2026-07-11 05:30 PM,PENDING,Visiting with family.,2026-07-21 06:47:49
VST1478,PROP1878,OWN1142,Vasudha Pall,vasudhapall68@outlook.com,+91-793625419,2026-07-19 05:30 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:00
VST1479,PROP1116,OWN1213,Eiravati Bhavsar,eiravatibhavsar28@gmail.com,+91-988911183,2026-07-09 05:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:45
VST1480,PROP1948,OWN1055,Arin Oza,arinoza22@outlook.com,+91-881891508,2026-07-29 02:00 PM,COMPLETED,Visiting with family.,2026-07-21 06:48:29
VST1481,PROP1393,OWN1249,Yagnesh Varty,yagneshvarty87@outlook.com,+91-815028557,2026-07-01 11:30 AM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:27
VST1482,PROP1634,OWN1206,Turvi Kata,turvikata60@gmail.com,+91-841887353,2026-08-07 10:00 AM,COMPLETED,Visiting with family.,2026-07-21 06:48:23
VST1483,PROP1919,OWN1191,Rachana Randhawa,rachanarandhawa53@gmail.com,+91-851734908,2026-06-22 02:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:21
VST1484,PROP1702,OWN1051,Shivani Sanghvi,shivanisanghvi27@gmail.com,+91-869473299,2026-07-14 02:00 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:32
VST1485,PROP1620,OWN1046,Arya Bhatnagar,aryabhatnagar66@gmail.com,+91-764649480,2026-07-25 06:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:43
VST1486,PROP1889,OWN1192,Jasmit Nanda,jasmitnanda75@gmail.com,+91-718806960,2026-07-02 02:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:21
VST1487,PROP1139,OWN1269,Dhriti Rama,dhritirama13@outlook.com,+91-735872271,2026-07-27 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:18
VST1488,PROP1034,OWN1234,Indira Shankar,indirashankar56@gmail.com,+91-936724061,2026-07-28 02:00 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:45
VST1489,PROP1518,OWN1204,Frado Desai,fradodesai25@outlook.com,+91-914102122,2026-07-09 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:36
VST1490,PROP1457,OWN1091,Qadim Prakash,qadimprakash85@yahoo.co.in,+91-956943979,2026-08-01 02:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:09
VST1491,PROP1767,OWN1047,Lakshit Rajagopal,lakshitrajagopal13@yahoo.co.in,+91-816664050,2026-07-16 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:06
VST1492,PROP1878,OWN1114,Ojas Suri,ojassuri38@outlook.com,+91-937746963,2026-07-08 02:00 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:30
VST1493,PROP1021,OWN1005,Chatresh Parmer,chatreshparmer26@yahoo.co.in,+91-933246598,2026-08-17 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:06
VST1494,PROP1259,OWN1157,Leena Tiwari,leenatiwari92@outlook.com,+91-866882385,2026-07-30 04:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:57
VST1495,PROP1259,OWN1112,Ojasvi Sawhney,ojasvisawhney48@yahoo.co.in,+91-979878835,2026-07-20 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:47:17
VST1496,PROP1008,OWN1262,Thomas Master,thomasmaster57@outlook.com,+91-996884788,2026-06-22 05:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:34
VST1497,PROP1701,OWN1056,Om Shankar,omshankar18@yahoo.co.in,+91-847108953,2026-07-24 06:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:40
VST1498,PROP1268,OWN1153,Yasti Chowdhury,yastichowdhury29@gmail.com,+91-942252798,2026-07-25 10:00 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:40
VST1499,PROP1414,OWN1164,Benjamin Sastry,benjaminsastry27@outlook.com,+91-913416548,2026-07-23 06:30 PM,PENDING,Visiting with family.,2026-07-21 06:49:06
VST1500,PROP1266,OWN1215,Yug Mishra,yugmishra59@yahoo.co.in,+91-914740436,2026-08-12 05:30 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:11
VST1501,PROP1836,OWN1098,Ijaya Chahal,ijayachahal38@yahoo.co.in,+91-981757508,2026-07-17 06:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:49:07
VST1502,PROP1368,OWN1260,Shaurya Panchal,shauryapanchal31@yahoo.co.in,+91-984926784,2026-08-11 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:21
VST1503,PROP1132,OWN1133,Noah Dewan,noahdewan81@outlook.com,+91-755047826,2026-08-07 06:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:48:45
VST1504,PROP1229,OWN1158,Indali Walia,indaliwalia52@yahoo.co.in,+91-844971668,2026-07-07 05:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:12
VST1505,PROP1482,OWN1028,Brinda Mann,brindamann84@outlook.com,+91-993302863,2026-07-25 10:00 AM,PENDING,Wants to check parking space and metro distance.,2026-07-21 06:49:02
VST1506,PROP1513,OWN1062,Krishna Sabharwal,krishnasabharwal58@outlook.com,+91-950044631,2026-08-15 04:00 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:49:07
VST1507,PROP1141,OWN1103,Kevin Krish,kevinkrish62@yahoo.co.in,+91-971414198,2026-06-29 11:30 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:46
VST1508,PROP1185,OWN1042,Maya Suri,mayasuri52@yahoo.co.in,+91-933732951,2026-06-29 02:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:23
VST1509,PROP1463,OWN1141,Keya Seth,keyaseth31@gmail.com,+91-931264801,2026-06-25 04:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:43
VST1510,PROP1133,OWN1223,Neha Varma,nehavarma64@outlook.com,+91-867582820,2026-08-04 04:00 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:48:31
VST1511,PROP1547,OWN1103,Suhani Sura,suhanisura57@outlook.com,+91-753246714,2026-07-10 05:30 PM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:08
VST1512,PROP1005,OWN1128,Tara Parmar,taraparmar98@gmail.com,+91-851888314,2026-08-11 11:30 AM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:43
VST1513,PROP1603,OWN1157,Tejas Sanghvi,tejassanghvi18@gmail.com,+91-750024028,2026-08-09 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:07
VST1514,PROP1611,OWN1269,Bhanumati Nazareth,bhanumatinazareth65@yahoo.co.in,+91-927956913,2026-07-23 02:00 PM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:47:23
VST1515,PROP1368,OWN1097,Hemal Bava,hemalbava61@gmail.com,+91-740657783,2026-06-23 11:30 AM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:23
VST1516,PROP1217,OWN1012,Amol Dash,amoldash74@outlook.com,+91-726530521,2026-08-15 02:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:26
VST1517,PROP1385,OWN1131,Aadi Sangha,aadisangha89@outlook.com,+91-789715138,2026-07-03 10:00 AM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:30
VST1518,PROP1857,OWN1011,Chasmum Dutt,chasmumdutt98@gmail.com,+91-765938669,2026-08-12 04:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:53
VST1519,PROP1259,OWN1243,Jalsa Krishna,jalsakrishna29@outlook.com,+91-794598956,2026-06-25 10:00 AM,CONFIRMED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:27
VST1520,PROP1104,OWN1267,Charles Randhawa,charlesrandhawa89@yahoo.co.in,+91-928409776,2026-07-28 04:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:35
VST1521,PROP1524,OWN1061,Pushti Chand,pushtichand24@yahoo.co.in,+91-776805406,2026-08-02 11:30 AM,COMPLETED,Visiting with family.,2026-07-21 06:47:08
VST1522,PROP1852,OWN1268,Faras Deo,farasdeo55@gmail.com,+91-964996550,2026-07-26 02:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:48:10
VST1523,PROP1509,OWN1107,Aditya Anand,adityaanand71@outlook.com,+91-841474764,2026-08-01 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:46
VST1524,PROP1929,OWN1057,Kevin Sridhar,kevinsridhar95@outlook.com,+91-830017834,2026-06-25 10:00 AM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:53
VST1525,PROP1741,OWN1052,Harshil Munshi,harshilmunshi92@yahoo.co.in,+91-771304112,2026-07-13 02:00 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:47:43
VST1526,PROP1103,OWN1090,Kiaan Dhar,kiaandhar47@gmail.com,+91-851970837,2026-06-25 04:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:15
VST1527,PROP1872,OWN1024,Ria Panchal,riapanchal27@gmail.com,+91-996865529,2026-08-03 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:23
VST1528,PROP1979,OWN1138,Nisha Savant,nishasavant21@outlook.com,+91-855999465,2026-08-11 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:18
VST1529,PROP1986,OWN1234,Logan Dasgupta,logandasgupta59@yahoo.co.in,+91-974188958,2026-07-26 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:47:54
VST1530,PROP1116,OWN1068,Divya Dey,divyadey17@outlook.com,+91-723920137,2026-07-05 04:00 PM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:48:25
VST1531,PROP1822,OWN1292,Bhavani Bala,bhavanibala66@outlook.com,+91-792050405,2026-08-10 04:00 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:27
VST1532,PROP1030,OWN1067,Samesh Vasa,sameshvasa72@yahoo.co.in,+91-765201639,2026-07-27 04:00 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:30
VST1533,PROP1671,OWN1161,Chakrika Bhagat,chakrikabhagat96@gmail.com,+91-987396519,2026-08-07 06:30 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:43
VST1534,PROP1895,OWN1174,Warda Raju,wardaraju76@outlook.com,+91-992978636,2026-06-27 10:00 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:07
VST1535,PROP1255,OWN1247,Advik Patel,advikpatel94@yahoo.co.in,+91-996087848,2026-08-16 04:00 PM,CONFIRMED,Looking for urgent possession.,2026-07-21 06:47:23
VST1536,PROP1914,OWN1028,Jasmit Gera,jasmitgera92@gmail.com,+91-777856130,2026-08-05 04:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:49:02
VST1537,PROP1077,OWN1252,Anay Bir,anaybir40@yahoo.co.in,+91-847333618,2026-06-21 10:00 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:33
VST1538,PROP1659,OWN1194,Mitali Toor,mitalitoor40@yahoo.co.in,+91-771618633,2026-07-08 04:00 PM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:33
VST1539,PROP1091,OWN1256,Pallavi Ratti,pallaviratti50@yahoo.co.in,+91-776756320,2026-06-25 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:12
VST1540,PROP1414,OWN1212,Arunima Chacko,arunimachacko81@gmail.com,+91-910022778,2026-07-09 10:00 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:09
VST1541,PROP1653,OWN1156,Nachiket Yadav,nachiketyadav81@outlook.com,+91-797858385,2026-07-10 06:30 PM,PENDING,Visiting with family.,2026-07-21 06:48:18
VST1542,PROP1373,OWN1028,Dayita Sarkar,dayitasarkar68@gmail.com,+91-885182173,2026-08-03 05:30 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:48:49
VST1543,PROP1673,OWN1187,Yash Chadha,yashchadha67@outlook.com,+91-723077775,2026-08-15 06:30 PM,CONFIRMED,Visiting with family.,2026-07-21 06:47:21
VST1544,PROP1364,OWN1150,Dayamai Gill,dayamaigill76@outlook.com,+91-824270328,2026-06-28 10:00 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:48:32
VST1545,PROP1144,OWN1210,Nihal Taneja,nihaltaneja42@gmail.com,+91-936296134,2026-08-17 11:30 AM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:48:10
VST1546,PROP1221,OWN1235,Ojas Prabhu,ojasprabhu53@gmail.com,+91-765629268,2026-06-28 10:00 AM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:41
VST1547,PROP1603,OWN1064,Jacob Balan,jacobbalan68@yahoo.co.in,+91-989096676,2026-07-11 05:30 PM,CONFIRMED,Requested callback prior to arrival.,2026-07-21 06:47:59
VST1548,PROP1005,OWN1272,Adya Bose,adyabose16@outlook.com,+91-968090825,2026-07-20 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:09
VST1549,PROP1800,OWN1091,Xalak Ganesan,xalakganesan84@outlook.com,+91-727231111,2026-07-13 10:00 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:38
VST1550,PROP1621,OWN1165,Jack Kari,jackkari59@outlook.com,+91-891737749,2026-08-04 06:30 PM,COMPLETED,Visiting with family.,2026-07-21 06:47:08
VST1551,PROP1408,OWN1176,Yash Batra,yashbatra67@yahoo.co.in,+91-728546206,2026-07-19 04:00 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:53
VST1552,PROP1525,OWN1154,Praneel Banik,praneelbanik80@outlook.com,+91-884300459,2026-07-24 06:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:48:57
VST1553,PROP1640,OWN1149,Udarsh Nagy,udarshnagy54@outlook.com,+91-927806897,2026-07-05 06:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:57
VST1554,PROP1516,OWN1278,Anika Brahmbhatt,anikabrahmbhatt91@outlook.com,+91-825489430,2026-07-25 02:00 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:22
VST1555,PROP1585,OWN1214,Praneel Kapoor,praneelkapoor78@outlook.com,+91-866691738,2026-08-08 10:00 AM,PENDING,Interested in weekend morning visit.,2026-07-21 06:49:05
VST1556,PROP1391,OWN1075,Ekapad Shroff,ekapadshroff95@gmail.com,+91-736830448,2026-08-11 02:00 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:40
VST1557,PROP1294,OWN1129,Falak Chadha,falakchadha17@gmail.com,+91-949613096,2026-07-24 11:30 AM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:08
VST1558,PROP1368,OWN1232,Bishakha Modi,bishakhamodi88@gmail.com,+91-985414925,2026-08-04 11:30 AM,COMPLETED,Looking for urgent possession.,2026-07-21 06:47:37
VST1559,PROP1399,OWN1122,Wakeeta Hayre,wakeetahayre99@outlook.com,+91-899186817,2026-08-03 10:00 AM,CANCELLED,Requested callback prior to arrival.,2026-07-21 06:48:13
VST1560,PROP1427,OWN1161,Matthew Ahuja,matthewahuja16@outlook.com,+91-743734435,2026-08-15 11:30 AM,COMPLETED,Requested callback prior to arrival.,2026-07-21 06:47:10
VST1561,PROP1850,OWN1116,Aditya Nayak,adityanayak92@outlook.com,+91-888971743,2026-06-21 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:26
VST1562,PROP1795,OWN1100,Hemang Jha,hemangjha67@yahoo.co.in,+91-719995059,2026-07-22 11:30 AM,CANCELLED,Needs confirmation from owner regarding pets.,2026-07-21 06:47:36
VST1563,PROP1527,OWN1062,Darpan Dhar,darpandhar15@yahoo.co.in,+91-847461811,2026-08-02 05:30 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:19
VST1564,PROP1599,OWN1131,Zinal Sachar,zinalsachar52@gmail.com,+91-830777669,2026-08-02 10:00 AM,CONFIRMED,Visiting with family.,2026-07-21 06:47:52
VST1565,PROP1612,OWN1027,Girish Tiwari,girishtiwari88@outlook.com,+91-950420315,2026-06-29 04:00 PM,COMPLETED,Looking for urgent possession.,2026-07-21 06:48:46
VST1566,PROP1367,OWN1038,David Saran,davidsaran50@outlook.com,+91-939522801,2026-07-30 11:30 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:23
VST1567,PROP1164,OWN1213,Advika Murty,advikamurty78@outlook.com,+91-822340723,2026-08-15 02:00 PM,CONFIRMED,Wants to check parking space and metro distance.,2026-07-21 06:47:55
VST1568,PROP1680,OWN1170,Eesha Sethi,eeshasethi56@yahoo.co.in,+91-839319229,2026-07-07 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:47:16
VST1569,PROP1844,OWN1005,Laban Chopra,labanchopra95@gmail.com,+91-869816445,2026-06-30 11:30 AM,CANCELLED,Looking for urgent possession.,2026-07-21 06:47:27
VST1570,PROP1941,OWN1125,Dipta Ray,diptaray97@gmail.com,+91-861186964,2026-06-28 10:00 AM,PENDING,Looking for urgent possession.,2026-07-21 06:47:50
VST1571,PROP1742,OWN1145,Siya Morar,siyamorar76@gmail.com,+91-879029393,2026-07-18 05:30 PM,PENDING,Interested in weekend morning visit.,2026-07-21 06:48:50
VST1572,PROP1304,OWN1099,Nakul Modi,nakulmodi75@yahoo.co.in,+91-722879054,2026-08-09 11:30 AM,CANCELLED,Looking for urgent possession.,2026-07-21 06:48:31
VST1573,PROP1547,OWN1004,Tanveer Narang,tanveernarang18@outlook.com,+91-799970857,2026-06-29 06:30 PM,COMPLETED,Needs confirmation from owner regarding pets.,2026-07-21 06:48:33
VST1574,PROP1435,OWN1054,Meghana Varghese,meghanavarghese78@gmail.com,+91-968416623,2026-06-23 06:30 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:47:43
VST1575,PROP1765,OWN1079,Azaan Ravel,azaanravel68@gmail.com,+91-954522084,2026-08-11 10:00 AM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:48:14
VST1576,PROP1183,OWN1129,Girindra Shere,girindrashere19@outlook.com,+91-940554079,2026-06-27 02:00 PM,PENDING,Requested callback prior to arrival.,2026-07-21 06:48:43
VST1577,PROP1646,OWN1208,Advik Bhatia,advikbhatia50@yahoo.co.in,+91-762278055,2026-08-09 06:30 PM,CONFIRMED,Interested in weekend morning visit.,2026-07-21 06:49:05
VST1578,PROP1657,OWN1033,Rudra Rattan,rudrarattan84@outlook.com,+91-719742790,2026-07-13 02:00 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:48:23
VST1579,PROP1297,OWN1155,Aashi Borde,aashiborde21@outlook.com,+91-868743898,2026-06-22 04:00 PM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:15
VST1580,PROP1032,OWN1243,Kabir Chanda,kabirchanda78@gmail.com,+91-728304809,2026-08-14 06:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:47
VST1581,PROP1303,OWN1074,Jason Basak,jasonbasak96@yahoo.co.in,+91-996965116,2026-08-16 02:00 PM,CANCELLED,Interested in weekend morning visit.,2026-07-21 06:47:14
VST1582,PROP1567,OWN1285,Megha Taneja,meghataneja25@gmail.com,+91-710675093,2026-06-22 05:30 PM,PENDING,Looking for urgent possession.,2026-07-21 06:48:29
VST1583,PROP1561,OWN1044,Irya Kala,iryakala36@yahoo.co.in,+91-956150987,2026-08-14 11:30 AM,PENDING,Needs confirmation from owner regarding pets.,2026-07-21 06:47:40
VST1584,PROP1872,OWN1263,Manthan Banerjee,manthanbanerjee30@gmail.com,+91-739633659,2026-07-27 05:30 PM,COMPLETED,Wants to check parking space and metro distance.,2026-07-21 06:48:22
VST1585,PROP1118,OWN1093,Wishi Sabharwal,wishisabharwal82@outlook.com,+91-783665549,2026-08-12 04:00 PM,COMPLETED,Interested in weekend morning visit.,2026-07-21 06:48:05
